Category,Quantity,References,Value,Stock Code,Description,Unit Cost,PCB Package,Manufacturer
Integrated Circuits,8,"U5,U14-U20",INA181A3IDBVT,INA181A3IDBVT,"26V, Bidirectional, 350kHz Bandwidth, Low- or High-Side Voltage Output Current Sense Amplifier",,SOT95P280X145-6N,
